zone_id,general_standards_url,additional_standards_url,garden_standards_url,frontage_and_facades_standards_url
2b8c9614-c394-4767-820a-1afdd94050d9,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.30CEDISPPL_17.30.040CDGEDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.30CEDISPPL_17.30.050CDEXGEDEST,,
e465cf10-7619-41e5-aad6-84da1f4e457b,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.30CEDISPPL_17.30.040CDGEDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.30CEDISPPL_17.30.050CDEXGEDEST,,
1dee437a-1a4b-40af-98b8-46d30e6a10fc,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.31EACOSPPL_17.31.050ECGEDEST,,,
830b3d38-14b8-4af1-8584-8bd7c7853beb,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.31EACOSPPL_17.31.050ECGEDEST,,,
7e1092a2-ac6b-4188-8a90-f9d40ac93489,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.31EACOSPPL_17.31.050ECGEDEST,,,
f548d413-e490-4b57-9b89-198d60379877,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.31EACOSPPL_17.31.050ECGEDEST,,,
b7c393d0-a3d7-4af5-9caf-bd61e3ca8a72,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.31EACOSPPL_17.31.050ECGEDEST,,,
6adbd7d6-f03d-4ea3-9b6f-6e80020aefe6,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.31EACOSPPL_17.31.050ECGEDEST,,,
9e01ece7-cfd6-4dc3-b905-17957c6f4bf6,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.31EACOSPPL_17.31.050ECGEDEST,,,
de2fb69c-a194-43b4-9f2a-b98eed7aa437,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
512c2e43-697d-46f5-8db0-ebdb0f9993f0,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
1178ab8e-dc07-43c6-af3b-5359de888a30,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
0e0b3ff1-8c08-4826-80ba-041846ca3841,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
7dfe04d3-8414-42f3-a53c-4a0bb5b9bc26,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
6b611262-ec08-4fb0-9a5d-f229661022af,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
b1942295-4b49-4b0f-9ad1-ebae6499c405,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
d06f33db-9656-4d77-9eac-0d0ab04479ee,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
5cadd378-b00e-4323-a251-201ebabbd8ee,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
9795338b-e0c5-49bf-9895-df7299d283a0,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
37e808f2-6ead-4e5f-88f4-7c633848df32,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.33FAOAANGRSPPL_17.33.050FGDEST,,,
e45e8186-6553-45ee-9775-3970b38d8040,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.36WEGASPPL_17.36.060WGGEDEST,,,
9f803baa-c7ee-4b9b-9c17-588abd32879a,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.36WEGASPPL_17.36.060WGGEDEST,,,
873adb1a-42fb-4c7b-be79-8385f9077de1,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.36WEGASPPL_17.36.060WGGEDEST,,,
d0f4bd37-6c65-4141-a48c-7a0bd98881e7,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.36WEGASPPL_17.36.060WGGEDEST,,,
3b638b8a-5b70-4753-a389-b289db0c39e2,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.37LIAVSPPL_17.37.060LAGEDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.37LIAVSPPL_17.37.070LAADDEST,,
e6eb1d08-0352-4aae-8624-e485be3be077,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.37LIAVSPPL_17.37.060LAGEDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.37LIAVSPPL_17.37.070LAADDEST,,
d15d6fb0-01a2-4c6c-ac5c-11f502f31640,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.37LIAVSPPL_17.37.060LAGEDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.37LIAVSPPL_17.37.070LAADDEST,,
8584becc-e08b-417c-b729-c3f8a943c683,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.37LIAVSPPL_17.37.060LAGEDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.37LIAVSPPL_17.37.070LAADDEST,,
2f7ab867-5568-4d27-9500-33fc12b8f837,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.37LIAVSPPL_17.37.060LAGEDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.37LIAVSPPL_17.37.070LAADDEST,,
c50ed2cf-f972-4e0c-93a2-671cf92571d9,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
43ea48f0-ce1d-4786-acc0-bd2fe7e57a46,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
ff60bb0a-a5a1-4c90-9c3a-ffa7bb950e6e,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
b3904650-6868-4687-8a1b-0121475a4787,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
d2be70ad-a9a0-419c-9c91-27a2c0b9e5a2,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
11882518-fffa-4e07-8070-8e9eeeb4fef5,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
03d6aa74-c022-4d74-ae8d-189303c442b8,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
c1f71e7a-a8c4-4e5c-98f9-d82ef810025f,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
e924e44e-2b42-4bec-af08-920d22811174,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
b49ac8e9-d8ee-4c96-b296-901ad741bcd9,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
06ca8173-a6a3-44af-8031-300ccf281ddc,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART2ZODIALLAUSZOECST_CH17.24COINZODI_17.24.040COINDIGEDEST,,,
c70aa43a-31f0-48b3-9330-ba0f0caceed3,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
2f73a0c5-62b1-40ec-a83d-a8e79fc6cbd7,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
e942dbc5-75f7-4011-851e-6b36743f9fc1,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
83457e2a-fa6e-4f51-a094-1d7dbb0045a7,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
7ae745bf-fbc2-43b4-ba6c-eabf655aae80,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
e3847644-7c00-4acf-9217-74fb7466f56e,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
cfaf1d10-31c5-40e9-9fcb-e3545c963442,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
fecf2232-9a10-4e92-8050-86bb60c25d66,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
ad8c6b8f-3ff4-4b84-9fde-882fe66d4479,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
9eadd757-2f63-4e39-8438-1ce0c3222014,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
7ea6fb77-acfa-49d5-ba6c-732bda9dae91,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.070EPDEST,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_ART3SPPLST_CH17.32EAPASPPL_17.32.080EPADDEST,,
710c88be-4a94-481b-8ce4-c6d75832d94f,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_1EACAINPA,,,
aa0bc27c-dc29-4d05-a0f2-278bbb5ae1ff,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_3KIAN,,,
1392ff1e-7baf-4114-95d9-23f419b2a87b,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_4MOSTCLTO,,,
9a5d2a6b-a1bb-42fb-b423-e477214f4bc5,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_5ALPLFAOA,,,
cb5fcba1-7702-49f8-8819-93713f3f6cb7,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_6EAWARE,,,
4020e5fc-df3c-4e8e-80a6-11bfe5ab8756,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_7SEST,,,
346c843f-a1df-43bc-99a0-5f64f47702e6,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_9ELMI,,,
81f488f7-8ad6-4f9e-90ea-12f94bede7c5,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_10COLA,,,
82884676-a04b-4e12-8600-b5416bae33e1,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_11FOBOCRAVWHST,,,
93944c17-40ea-4c0d-9a57-13c28ac14938,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_12WAOSRO,,,
b2db739d-889e-4985-8aac-9f8e96eef18c,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_13MAEL,,,
b56fb4d8-d934-4158-a962-81a7b73314ce,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_15HUHO,,,
f28090bc-ec4b-49b0-bb2a-bd427882b555,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_16JEPRLAEMPA,,,
7e429574-d750-490d-95dd-39d56c9ab916,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_17ROTO,,,
